slice_file_name,fsID,start,end,salience,fold,classID,class
71087.wav,71087,0,0.05,1,5,4,drilling
139000.wav,139000,0,0.08,1,5,4,drilling
165786.wav,165786,0,0.04,1,5,4,drilling
29721.wav,29721,0,0.32,1,5,4,drilling
71082.wav,71082,0,0.04,1,5,4,drilling
147019.wav,147019,0,0.06,1,5,4,drilling
71080.wav,71080,0,0.04,1,5,4,drilling
187863.wav,187863,0,0.15,1,5,4,drilling
71079.wav,71079,0,0.03,1,5,4,drilling
39532.wav,39532,0,0.05,1,5,4,drilling
140824.wav,140824,0,0.01,1,5,4,drilling
29722.wav,29722,0,0.16,1,5,4,drilling
14115.wav,14115,0,0.03,1,5,4,drilling
39533.wav,39533,0,0.02,1,5,4,drilling
146244.wav,146244,0,0.02,1,5,4,drilling
146249.wav,146249,0,0.01,1,5,4,drilling
135849.wav,135849,0,0.01,1,5,4,drilling
19007.wav,19007,0,0.04,1,5,4,drilling
201988.wav,201988,0,0.54,1,6,5,engine_idling
154758.wav,154758,0,0.52,1,6,5,engine_idling
128160.wav,128160,0,0.34,1,6,5,engine_idling
106015.wav,106015,0,0.49,1,6,5,engine_idling
39884.wav,39884,0,0.34,1,6,5,engine_idling
78651.wav,78651,0,0.39,1,6,5,engine_idling
123685.wav,123685,0,0.25,1,6,5,engine_idling
26184.wav,26184,0,0.25,1,6,5,engine_idling
94710.wav,94710,0,0.25,1,6,5,engine_idling
156358.wav,156358,0,0.23,1,6,5,engine_idling
107228.wav,107228,0,0.24,1,6,5,engine_idling
151877.wav,151877,0,0.23,1,6,5,engine_idling
50661.wav,50661,0,0.14,1,6,5,engine_idling
19338.wav,19338,0,0.44,1,6,5,engine_idling
89724.wav,89724,0,0.19,1,6,5,engine_idling
102858.wav,102858,0,0.05,1,6,5,engine_idling
46918.wav,46918,0,0.14,1,6,5,engine_idling
106014.wav,106014,0,0.17,1,6,5,engine_idling
103438.wav,103438,0,0.14,1,6,5,engine_idling
209864.wav,209864,0,0.12,1,6,5,engine_idling
91533.wav,91533,0,0.11,1,6,5,engine_idling
176638.wav,176638,0,0.09,1,6,5,engine_idling
39852.wav,39852,0,0.08,1,6,5,engine_idling
186936.wav,186936,0,0.07,1,6,5,engine_idling
50454.wav,50454,0,0.04,1,6,5,engine_idling
50455.wav,50455,0,0.04,1,6,5,engine_idling
23218.wav,23218,0,0.05,1,6,5,engine_idling
89948.wav,89948,0,0.11,1,6,5,engine_idling
186938.wav,186938,0,0.04,1,6,5,engine_idling
12812.wav,12812,0,0.08,1,6,5,engine_idling
186940.wav,186940,0,0.03,1,6,5,engine_idling
186935.wav,186935,0,0.06,1,6,5,engine_idling
50898.wav,50898,0,0.04,1,6,5,engine_idling
21187.wav,21187,0,0.01,1,6,5,engine_idling
174287.wav,174287,0,0.16,1,7,6,gun_shot
174290.wav,174290,0,0.16,1,7,6,gun_shot
133797.wav,133797,0.3,0.12,1,7,6,gun_shot
34708.wav,34708,0.3,0.21,1,7,6,gun_shot
145608.wav,145608,0.3,0.1,1,7,6,gun_shot
159701.wav,159701,0,0.14,1,7,6,gun_shot
162431.wav,162431,0,0.06,1,7,6,gun_shot
157207.wav,157207,0,0.2,1,7,6,gun_shot
145612.wav,145612,0.1,0.08,1,7,6,gun_shot
174292.wav,174292,0,0.13,1,7,6,gun_shot
174293.wav,174293,0,0.14,1,7,6,gun_shot
145609.wav,145609,0.1,0.06,1,7,6,gun_shot
174294.wav,174294,0,0.15,2,7,6,gun_shot
162433.wav,162433,0,0.04,1,7,6,gun_shot
191449.wav,191449,0.3,0.04,2,7,6,gun_shot
46656.wav,46656,0,0.12,1,7,6,gun_shot
7064.wav,7064,0,0.11,1,7,6,gun_shot
50618.wav,50618,0.7,0.08,1,7,6,gun_shot
162434.wav,162434,0,0.03,1,7,6,gun_shot
159702.wav,159702,0,0.05,1,7,6,gun_shot
162435.wav,162435,0,0.03,1,7,6,gun_shot
200460.wav,200460,0,0.09,1,7,6,gun_shot
159705.wav,159705,0,0.02,1,7,6,gun_shot
7060.wav,7060,0.1,0.07,1,7,6,gun_shot
87562.wav,87562,0,0.01,1,7,6,gun_shot
159704.wav,159704,0,0.03,1,7,6,gun_shot
162436.wav,162436,0,0.01,1,7,6,gun_shot
7066.wav,7066,0.1,0.05,1,7,6,gun_shot
76091.wav,76091,0.1,0.05,1,7,6,gun_shot
159707.wav,159707,0,0.01,1,7,6,gun_shot
76093.wav,76093,0.3,0.05,1,7,6,gun_shot
159706.wav,159706,0,0.03,1,7,6,gun_shot
35800.wav,35800,0,0.03,1,7,6,gun_shot
159710.wav,159710,0,0.03,1,7,6,gun_shot
46654.wav,46654,0,0.02,1,7,6,gun_shot
147317.wav,147317,0,0.02,1,7,6,gun_shot
93139.wav,93139,0.1,0.02,2,7,6,gun_shot
78776.wav,78776,0,0.03,1,7,6,gun_shot
158979.wav,158979,0,0.03,1,7,6,gun_shot
159708.wav,159708,0,0.02,1,7,6,gun_shot
7065.wav,7065,0.1,0.02,1,7,6,gun_shot
25039.wav,25039,0,0.03,1,7,6,gun_shot
77246.wav,77246,0.2,0.03,1,7,6,gun_shot
76094.wav,76094,0.1,0.03,1,7,6,gun_shot
7067.wav,7067,0.1,0.02,1,7,6,gun_shot
169261.wav,169261,0,0.02,1,7,6,gun_shot
77247.wav,77247,0.2,0.03,1,7,6,gun_shot
131571.wav,131571,0,0.02,1,7,6,gun_shot
196400.wav,196400,0,0.01,1,7,6,gun_shot
46655.wav,46655,0,0.01,1,7,6,gun_shot
7061.wav,7061,0,0.03,1,7,6,gun_shot
7068.wav,7068,0.1,0.02,1,7,6,gun_shot
25037.wav,25037,0,0.03,2,7,6,gun_shot
25038.wav,25038,0,0.03,1,7,6,gun_shot
159709.wav,159709,0,0.02,1,7,6,gun_shot
110622.wav,110622,0,0.02,1,7,6,gun_shot
158977.wav,158977,0,0.01,2,7,6,gun_shot
159703.wav,159703,0,0.01,1,7,6,gun_shot
158978.wav,158978,0,0.01,2,7,6,gun_shot
106955.wav,106955,0,0.02,1,7,6,gun_shot
7063.wav,7063,0.1,0.02,1,7,6,gun_shot
102305.wav,102305,0,0.02,1,7,6,gun_shot
76090.wav,76090,0.1,0.02,1,7,6,gun_shot
7062.wav,7062,0.1,0.02,1,7,6,gun_shot
37236.wav,37236,0,0.01,1,7,6,gun_shot
180960.wav,180960,0,0.01,1,7,6,gun_shot
64346.wav,64346,0,0.02,1,7,6,gun_shot
35799.wav,35799,0,0.01,1,7,6,gun_shot
86278.wav,86278,0,0.01,1,7,6,gun_shot
84254.wav,84254,0,0.01,1,7,6,gun_shot
148166.wav,148166,0,0.01,1,7,6,gun_shot
111048.wav,111048,0,0.01,1,7,6,gun_shot
76089.wav,76089,0,0.01,1,7,6,gun_shot
151069.wav,151069,0,0.01,1,7,6,gun_shot
151071.wav,151071,0,0.01,1,7,6,gun_shot
151065.wav,151065,0,0.01,1,7,6,gun_shot
149177.wav,149177,0,0.01,1,7,6,gun_shot
205013.wav,205013,0,0.01,1,7,6,gun_shot
164667.wav,164667,0,0.01,1,7,6,gun_shot
164646.wav,164646,0,0.01,1,7,6,gun_shot
161195.wav,161195,0,0.01,1,7,6,gun_shot
163460.wav,163460,0,0,1,7,6,gun_shot
178261.wav,178261,0,0.34,1,8,7,jackhammer
165775.wav,165775,0,0.15,1,8,7,jackhammer
97606.wav,97606,0,0.38,2,8,7,jackhammer
174276.wav,174276,0,0.34,1,8,7,jackhammer
187920.wav,187920,0,0.15,1,8,7,jackhammer
98859.wav,98859,0,0.25,1,8,7,jackhammer
31884.wav,31884,0,0.25,1,8,7,jackhammer
73623.wav,73623,0,0.25,1,8,7,jackhammer
131918.wav,131918,0,0.22,1,8,7,jackhammer
110621.wav,110621,0,0.1,1,8,7,jackhammer
42097.wav,42097,0,0.09,1,8,7,jackhammer
88466.wav,88466,0,0.01,1,8,7,jackhammer
164053.wav,164053,0,0.59,2,9,8,siren
203913.wav,203913,0,0.58,1,9,8,siren
159744.wav,159744,0,0.34,1,9,8,siren
90846.wav,90846,0.26,0.28,2,9,8,siren
135160.wav,135160,2.05,2.34,2,9,8,siren
118279.wav,118279,0,0.22,1,9,8,siren
159750.wav,159750,0,0.3,1,9,8,siren
117181.wav,117181,0,0.59,1,9,8,siren
157868.wav,157868,0,0.59,1,9,8,siren
157866.wav,157866,0,0.26,1,9,8,siren
159753.wav,159753,0,0.26,1,9,8,siren
133473.wav,133473,0,0.22,2,9,8,siren
208652.wav,208652,0,0.3,1,9,8,siren
165166.wav,165166,0,0.22,1,9,8,siren
34952.wav,34952,0,0.2,2,9,8,siren
184623.wav,184623,0,0.17,1,9,8,siren
88121.wav,88121,0,0.14,2,9,8,siren
188004.wav,188004,0,0.12,1,9,8,siren
62878.wav,62878,0,0.09,1,9,8,siren
98525.wav,98525,0,0.05,1,9,8,siren
43806.wav,43806,0,0.04,1,9,8,siren
26173.wav,26173,0,0.02,1,9,8,siren
16772.wav,16772,0,0.02,1,9,8,siren
98536.wav,98536,0,0.01,1,9,8,siren
14386.wav,14386,0,0.47,1,10,9,street_music
14385.wav,14385,0,0.47,1,10,9,street_music
115241.wav,115241,0,0.47,2,10,9,street_music
14387.wav,14387,0,0.43,1,10,9,street_music
108041.wav,108041,0,0.31,1,10,9,street_music
14527.wav,14527,0.9,0.25,2,10,9,street_music
122738.wav,122738,0,0.35,1,10,9,street_music
115239.wav,115239,0,0.15,1,10,9,street_music
